Date & Time,Active Power,Forecasted Power
8/22/2021 18:50,34.62,22.63
8/22/2021 19:00,28.6,23.37
8/22/2021 19:10,27.57,34.98
8/22/2021 19:20,25.76,35.34
8/22/2021 19:30,23.9,30.85
8/22/2021 19:40,21.96,31.09
8/22/2021 19:50,19.85,27.05
8/22/2021 20:00,19.48,27.47
8/22/2021 20:10,19.22,25.62
8/22/2021 20:20,17.39,26.07
8/22/2021 20:30,20.84,23.09
8/22/2021 20:40,22.1,23.72
8/22/2021 20:50,18.97,23.93
8/22/2021 21:00,18.42,24.53
8/22/2021 21:10,21.73,24.21
8/22/2021 21:20,21.15,24.76
8/22/2021 21:30,20.71,25.31
8/22/2021 21:40,19.02,24.14
8/22/2021 21:50,19.94,22.05
8/22/2021 22:00,19.38,22.4
8/22/2021 22:10,21.7,22.77
8/22/2021 22:20,22.26,21.75
8/22/2021 22:30,19.91,22.18
8/22/2021 22:40,19.97,22.39
8/22/2021 22:50,21.89,22.93
8/22/2021 23:00,19.4,24.97
8/22/2021 23:10,16.98,23.32
8/22/2021 23:20,16.95,23.93
8/22/2021 23:30,18.33,24.54
8/22/2021 23:40,20.75,25.34
8/22/2021 23:50,24.7,21.89
23/8/2021,27.5,22.84
8/23/2021 0:10,29.66,25.77
8/23/2021 0:20,28.81,26.69
8/23/2021 0:30,26.98,32.02
8/23/2021 0:40,29.24,32.69
8/23/2021 0:50,33.83,33.35
8/23/2021 1:00,36.97,34.03
8/23/2021 1:10,41.1,31.54
8/23/2021 1:20,44.6,32.34
8/23/2021 1:30,47.12,39.91
8/23/2021 1:40,47.27,40.49
8/23/2021 1:50,45.03,45.69
8/23/2021 2:00,41.44,46.13
8/23/2021 2:10,41.21,45.62
8/23/2021 2:20,41.01,46.06
8/23/2021 2:30,41.1,43.19
8/23/2021 2:40,41.23,43.74
8/23/2021 2:50,41.6,44.32
8/23/2021 3:00,42.04,44.93
8/23/2021 3:10,46.41,43.92
8/23/2021 3:20,49.13,44.63
8/23/2021 3:30,46.36,47.7
8/23/2021 3:40,48.92,48.01
8/23/2021 3:50,55.14,49.88
8/23/2021 4:00,59.49,50.05
8/23/2021 4:10,61.34,50.19
8/23/2021 4:20,67.04,50.3
8/23/2021 4:30,74.47,57.31
8/23/2021 4:40,78.88,57.47
8/23/2021 4:50,78.55,64.02
8/23/2021 5:00,79.88,63.98
8/23/2021 5:10,79.5,73.61
8/23/2021 5:20,78.21,73.27
8/23/2021 5:30,75.28,74.65
8/23/2021 5:40,73.46,73.82
8/23/2021 5:50,72.51,73.7
8/23/2021 6:00,73.52,72.84
8/23/2021 6:10,74.75,69.37
8/23/2021 6:20,67.72,68.6
8/23/2021 6:30,62.36,70.5
8/23/2021 6:40,61.02,69.09
8/23/2021 6:50,62.46,63.88
8/23/2021 7:00,65.83,62.48
8/23/2021 7:10,70.38,58.09
8/23/2021 7:20,67.18,56.72
8/23/2021 7:30,63.52,58.04
8/23/2021 7:40,62.77,57.54
8/23/2021 7:50,63.36,58.31
8/23/2021 8:00,65.56,57.72
8/23/2021 8:10,67.84,57.14
8/23/2021 8:20,69.39,56.72
8/23/2021 8:30,67.01,59.62
8/23/2021 8:40,66.51,59.23
8/23/2021 8:50,67.22,62.28
8/23/2021 9:00,69.69,61.79
8/23/2021 9:10,69.85,61.33
8/23/2021 9:20,65.57,61.02
8/23/2021 9:30,66.69,65.49
8/23/2021 9:40,68.7,65.33
8/23/2021 9:50,68.61,62.6
8/23/2021 10:00,77.44,62.69
8/23/2021 10:10,76.28,65.12
8/23/2021 10:20,76.72,65.24
8/23/2021 10:30,79.19,71.93
8/23/2021 10:40,81.9,71.94
8/23/2021 10:50,78.09,73.73
8/23/2021 11:00,78.34,73.82
8/23/2021 11:10,77.06,77.39
8/23/2021 11:20,68.43,77.47
8/23/2021 11:30,61.78,75.96
8/23/2021 11:40,58.96,75.72
8/23/2021 11:50,63.97,69.07
8/23/2021 12:00,66.24,69.09
8/23/2021 12:10,67.84,61.83
8/23/2021 12:20,64.51,62.12
8/23/2021 12:30,60.63,67.37
8/23/2021 12:40,58.82,67.08
8/23/2021 12:50,53.54,65.48
8/23/2021 13:00,53.44,65.18
8/23/2021 13:10,53.32,60.82
8/23/2021 13:20,48.78,60.57
8/23/2021 13:30,42.47,55.16
8/23/2021 13:40,41.87,55.26
8/23/2021 13:50,45.59,50.91
8/23/2021 14:00,48.44,51.09
8/23/2021 14:10,49.98,45.4
8/23/2021 14:20,51.1,45.72
8/23/2021 14:30,48.44,50.74
8/23/2021 14:40,48.09,51.26
8/23/2021 14:50,49.55,53.44
8/23/2021 15:00,48.8,53.93
8/23/2021 15:10,47.12,54.42
8/23/2021 15:20,45.63,55.51
8/23/2021 15:30,45.73,55.0
8/23/2021 15:40,43.49,55.98
8/23/2021 15:50,43.83,52.17
8/23/2021 16:00,42.93,53.37
8/23/2021 16:10,45.8,54.5
8/23/2021 16:20,51.43,53.25
8/23/2021 16:30,54.58,52.78
8/23/2021 16:40,59.27,54.1
8/23/2021 16:50,57.03,58.26
8/23/2021 17:00,55.47,59.38
8/23/2021 17:10,54.06,63.84
8/23/2021 17:20,52.34,64.83
8/23/2021 17:30,52.39,62.4
8/23/2021 17:40,55.92,63.37
8/23/2021 17:50,60.79,59.51
8/23/2021 18:00,65.45,60.64
8/23/2021 18:10,66.18,65.14
8/23/2021 18:20,68.63,66.1
8/23/2021 18:30,67.64,70.92
8/23/2021 18:40,68.97,71.51
8/23/2021 18:50,72.77,70.88
8/23/2021 19:00,71.56,71.5
8/23/2021 19:10,72.3,72.04
8/23/2021 19:20,77.48,73.38
8/23/2021 19:30,82.62,73.8
8/23/2021 19:40,84.1,75.66
8/23/2021 19:50,82.89,76.01
8/23/2021 20:00,79.48,75.09
8/23/2021 20:10,75.99,74.81
8/23/2021 20:20,74.4,80.18
8/23/2021 20:30,75.1,76.23
8/23/2021 20:40,72.76,76.26
8/23/2021 20:50,83.55,73.64
8/23/2021 21:00,83.35,73.85
8/23/2021 21:10,84.19,73.33
8/23/2021 21:20,83.02,73.69
8/23/2021 21:30,81.47,81.74
8/23/2021 21:40,80.75,81.8
8/23/2021 21:50,81.24,79.49
8/23/2021 22:00,85.82,79.7
8/23/2021 22:10,89.47,80.15
8/23/2021 22:20,93.62,80.44
8/23/2021 22:30,92.19,80.78
8/23/2021 22:40,94.95,86.98
8/23/2021 22:50,96.79,90.47
8/23/2021 23:00,99.3,90.16
8/23/2021 23:10,100.43,93.31
8/23/2021 23:20,99.41,92.86
8/23/2021 23:30,99.07,95.45
8/23/2021 23:40,100.13,95.15
8/23/2021 23:50,100.74,95.75
24/8/2021,100.87,95.47
8/24/2021 0:10,100.94,96.81
8/24/2021 0:20,101.23,96.57
8/24/2021 0:30,101.36,97.89
8/24/2021 0:40,101.38,97.94
8/24/2021 0:50,101.26,98.68
8/24/2021 1:00,101.43,98.94
8/24/2021 1:10,98.49,99.83
8/24/2021 1:20,98.16,100.17
8/24/2021 1:30,98.26,100.64
8/24/2021 1:40,98.43,100.59
8/24/2021 1:50,98.42,100.37
8/24/2021 2:00,98.15,98.03
8/24/2021 2:10,98.25,97.98
8/24/2021 2:20,98.18,97.77
8/24/2021 2:30,98.21,97.53
8/24/2021 2:40,98.23,97.43
8/24/2021 2:50,97.97,97.27
8/24/2021 3:00,97.21,97.02
8/24/2021 3:10,96.72,97.02
8/24/2021 3:20,97.19,96.75
8/24/2021 3:30,97.24,96.47
8/24/2021 3:40,97.05,96.12
8/24/2021 3:50,96.95,97.46
8/24/2021 4:00,94.95,97.3
8/24/2021 4:10,93.43,97.12
8/24/2021 4:20,90.4,96.89
8/24/2021 4:30,87.48,96.64
8/24/2021 4:40,85.51,95.91
8/24/2021 4:50,87.14,95.08
8/24/2021 5:00,89.17,94.15
8/24/2021 5:10,90.75,93.1
8/24/2021 5:20,90.6,85.71
8/24/2021 5:30,91.86,85.05
8/24/2021 5:40,93.14,84.99
8/24/2021 5:50,91.17,84.95
8/24/2021 6:00,92.06,84.9
8/24/2021 6:10,92.23,90.41
8/24/2021 6:20,92.04,90.16
8/24/2021 6:30,90.65,89.94
8/24/2021 6:40,86.77,90.06
8/24/2021 6:50,87.01,89.27
8/24/2021 7:00,89.04,88.87
8/24/2021 7:10,86.83,88.48
8/24/2021 7:20,83.24,88.08
8/24/2021 7:30,77.2,86.27
8/24/2021 7:40,76.51,85.49
8/24/2021 7:50,72.19,82.05
8/24/2021 8:00,68.35,81.23
8/24/2021 8:10,63.63,80.32
8/24/2021 8:20,62.72,79.3
8/24/2021 8:30,62.18,67.13
8/24/2021 8:40,66.14,67.01
8/24/2021 8:50,67.53,66.67
8/24/2021 9:00,65.39,67.04
8/24/2021 9:10,68.55,68.78
8/24/2021 9:20,63.19,69.09
8/24/2021 9:30,64.55,68.63
8/24/2021 9:40,61.37,69.14
8/24/2021 9:50,61.23,69.65
8/24/2021 10:00,58.02,68.33
8/24/2021 10:10,57.19,68.92
8/24/2021 10:20,64.45,66.98
8/24/2021 10:30,56.66,62.33
8/24/2021 10:40,56.14,63.22
8/24/2021 10:50,57.62,68.15
8/24/2021 11:00,55.84,68.81
8/24/2021 11:10,57.99,63.0
8/24/2021 11:20,62.08,63.88
8/24/2021 11:30,62.43,64.71
8/24/2021 11:40,61.87,63.44
8/24/2021 11:50,58.69,68.15
8/24/2021 12:00,59.35,68.65
8/24/2021 12:10,59.82,69.12
8/24/2021 12:20,59.9,67.97
8/24/2021 12:30,59.32,67.33
8/24/2021 12:40,58.52,68.19
8/24/2021 12:50,65.37,67.81
8/24/2021 13:00,66.19,68.71
8/24/2021 13:10,66.14,69.64
8/24/2021 13:20,61.68,72.86
8/24/2021 13:30,69.13,73.68
8/24/2021 13:40,73.84,73.66
8/24/2021 13:50,79.16,74.15
8/24/2021 14:00,82.47,74.76
8/24/2021 14:10,84.19,77.96
8/24/2021 14:20,79.19,78.44
8/24/2021 14:30,78.92,78.93
8/24/2021 14:40,83.0,83.58
8/24/2021 14:50,85.32,82.53
8/24/2021 15:00,83.01,83.29
8/24/2021 15:10,83.52,86.78
8/24/2021 15:20,89.69,87.48
8/24/2021 15:30,86.66,87.23
8/24/2021 15:40,84.34,87.75
8/24/2021 15:50,93.17,88.26
8/24/2021 16:00,92.09,91.36
8/24/2021 16:10,90.15,91.77
8/24/2021 16:20,88.66,95.38
8/24/2021 16:30,88.82,94.43
8/24/2021 16:40,90.37,94.75
8/24/2021 16:50,89.66,91.75
8/24/2021 17:00,90.31,92.2
8/24/2021 17:10,89.37,93.53
8/24/2021 17:20,86.48,93.93
8/24/2021 17:30,86.5,91.49
8/24/2021 17:40,94.03,93.74
8/24/2021 17:50,97.76,91.06
8/24/2021 18:00,98.45,91.24
8/24/2021 18:10,98.72,91.7
8/24/2021 18:20,99.42,96.44
8/24/2021 18:30,100.47,96.72
8/24/2021 18:40,101.09,99.9
8/24/2021 18:50,101.38,100.02
8/24/2021 19:00,101.29,101.17
8/24/2021 19:10,101.11,101.24
8/24/2021 19:20,101.05,101.89
8/24/2021 19:30,101.04,101.94
8/24/2021 19:40,101.23,101.88
8/24/2021 19:50,101.07,101.94
8/24/2021 20:00,100.82,101.65
8/24/2021 20:10,101.07,101.72
8/24/2021 20:20,101.12,101.88
8/24/2021 20:30,101.15,101.94
8/24/2021 20:40,100.87,101.83
8/24/2021 20:50,101.06,101.89
8/24/2021 21:00,101.42,101.95
8/24/2021 21:10,101.49,102.01
8/24/2021 21:20,101.03,102.07
8/24/2021 21:30,100.75,102.13
8/24/2021 21:40,101.04,102.19
8/24/2021 21:50,100.77,102.03
8/24/2021 22:00,99.53,102.07
8/24/2021 22:10,98.16,101.66
8/24/2021 22:20,97.77,101.71
8/24/2021 22:30,94.18,101.49
8/24/2021 22:40,93.48,101.54
8/24/2021 22:50,92.72,99.2
8/24/2021 23:00,96.24,99.32
8/24/2021 23:10,97.16,96.8
8/24/2021 23:20,94.78,97.01
8/24/2021 23:30,93.68,98.0
8/24/2021 23:40,94.89,98.13
8/24/2021 23:50,95.95,96.84
25/8/2021,97.25,96.99
8/25/2021 0:10,96.93,96.82
8/25/2021 0:20,93.08,96.96
8/25/2021 0:30,94.59,98.51
8/25/2021 0:40,97.4,98.51
8/25/2021 0:50,98.54,95.87
8/25/2021 1:00,99.86,95.93
8/25/2021 1:10,100.44,97.96
8/25/2021 1:20,100.4,97.92
8/25/2021 1:30,100.04,99.83
8/25/2021 1:40,101.1,99.82
8/25/2021 1:50,101.28,100.23
8/25/2021 2:00,101.1,100.2
8/25/2021 2:10,101.29,100.71
8/25/2021 2:20,101.46,100.67
8/25/2021 2:30,101.55,100.74
8/25/2021 2:40,101.33,100.53
8/25/2021 2:50,101.5,100.68
8/25/2021 3:00,101.55,100.77
8/25/2021 3:10,101.71,101.86
8/25/2021 3:20,100.99,101.79
8/25/2021 3:30,98.52,101.82
8/25/2021 3:40,98.56,101.9
8/25/2021 3:50,99.44,101.86
8/25/2021 4:00,101.88,99.48
8/25/2021 4:10,101.86,99.52
8/25/2021 4:20,101.79,99.54
8/25/2021 4:30,101.5,99.56
8/25/2021 4:40,101.31,99.4
8/25/2021 4:50,101.19,99.21
8/25/2021 5:00,100.78,98.98
8/25/2021 5:10,100.74,98.72
8/25/2021 5:20,100.24,98.41
8/25/2021 5:30,99.35,98.07
8/25/2021 5:40,97.67,97.66
8/25/2021 5:50,94.95,97.2
8/25/2021 6:00,92.21,98.3
8/25/2021 6:10,90.78,97.98
8/25/2021 6:20,83.02,97.62
8/25/2021 6:30,82.44,97.24
8/25/2021 6:40,77.76,85.37
8/25/2021 6:50,73.96,85.5
8/25/2021 7:00,74.63,85.57
8/25/2021 7:10,70.84,85.61
8/25/2021 7:20,70.77,78.4
8/25/2021 7:30,72.14,78.66
8/25/2021 7:40,78.11,76.19
8/25/2021 7:50,73.16,76.94
8/25/2021 8:00,69.67,79.92
8/25/2021 8:10,65.93,80.74
8/25/2021 8:20,65.35,77.23
8/25/2021 8:30,67.83,78.23
8/25/2021 8:40,66.79,75.06
8/25/2021 8:50,73.57,76.01
8/25/2021 9:00,81.48,75.44
8/25/2021 9:10,83.4,76.43
8/25/2021 9:20,87.05,81.16
8/25/2021 9:30,88.63,81.87
8/25/2021 9:40,84.62,90.53
8/25/2021 9:50,83.34,90.93
8/25/2021 10:00,86.12,92.09
8/25/2021 10:10,91.05,92.4
8/25/2021 10:20,90.29,89.67
8/25/2021 10:30,89.84,90.09
8/25/2021 10:40,84.4,93.85
8/25/2021 10:50,90.42,94.17
8/25/2021 11:00,90.55,87.96
8/25/2021 11:10,88.77,88.57
8/25/2021 11:20,90.07,93.65
8/25/2021 11:30,89.64,94.04
8/25/2021 11:40,84.35,92.64
8/25/2021 11:50,85.62,93.06
8/25/2021 12:00,80.95,90.11
8/25/2021 12:10,81.81,90.64
8/25/2021 12:20,80.76,85.95
8/25/2021 12:30,81.04,86.67
8/25/2021 12:40,84.47,86.26
8/25/2021 12:50,83.3,86.96
8/25/2021 13:00,85.23,88.34
8/25/2021 13:10,91.85,88.97
8/25/2021 13:20,88.59,88.92
8/25/2021 13:30,87.05,89.53
8/25/2021 13:40,83.62,91.68
8/25/2021 13:50,83.5,92.16
8/25/2021 14:00,84.14,87.73
8/25/2021 14:10,90.44,88.37
8/25/2021 14:20,88.75,88.93
8/25/2021 14:30,90.4,88.83
8/25/2021 14:40,90.53,91.81
8/25/2021 14:50,91.85,92.28
8/25/2021 15:00,94.46,92.69
8/25/2021 15:10,94.13,93.84
8/25/2021 15:20,95.08,94.16
8/25/2021 15:30,94.3,96.55
8/25/2021 15:40,93.86,96.33
8/25/2021 15:50,93.53,96.61
8/25/2021 16:00,91.51,95.83
8/25/2021 16:10,94.55,96.15
8/25/2021 16:20,92.29,94.7
8/25/2021 16:30,94.51,95.07
8/25/2021 16:40,96.18,95.38
8/25/2021 16:50,97.84,94.97
8/25/2021 17:00,99.19,98.01
8/25/2021 17:10,97.0,98.23
8/25/2021 17:20,98.41,100.08
8/25/2021 17:30,99.72,100.22
8/25/2021 17:40,100.96,98.67
8/25/2021 17:50,101.09,98.86
8/25/2021 18:00,100.48,101.43
8/25/2021 18:10,100.04,101.52
8/25/2021 18:20,100.21,101.67
8/25/2021 18:30,100.26,101.73
8/25/2021 18:40,100.58,100.89
8/25/2021 18:50,100.14,101.0
8/25/2021 19:00,99.97,101.05
8/25/2021 19:10,100.58,101.14
8/25/2021 19:20,101.35,101.23
8/25/2021 19:30,101.18,100.83
8/25/2021 19:40,101.33,100.93
8/25/2021 19:50,101.58,101.37
8/25/2021 20:00,99.23,101.44
8/25/2021 20:10,98.38,101.51
8/25/2021 20:20,98.4,101.58
8/25/2021 20:30,100.54,99.39
8/25/2021 20:40,101.83,99.55
8/25/2021 20:50,101.92,99.63
8/25/2021 21:00,102.01,99.78
8/25/2021 21:10,101.76,102.26
8/25/2021 21:20,101.88,102.3
8/25/2021 21:30,101.7,102.37
8/25/2021 21:40,101.8,102.41
8/25/2021 21:50,101.69,102.25
8/25/2021 22:00,101.67,102.29
8/25/2021 22:10,101.6,102.19
8/25/2021 22:20,101.57,101.96
8/25/2021 22:30,101.42,102.02
8/25/2021 22:40,101.15,101.95
8/25/2021 22:50,101.02,102.01
8/25/2021 23:00,101.22,101.43
8/25/2021 23:10,101.54,101.51
8/25/2021 23:20,101.87,101.65
8/25/2021 23:30,101.8,101.72
8/25/2021 23:40,101.58,102.1
8/25/2021 23:50,101.51,102.16
26/8/2021,101.77,101.98
8/26/2021 0:10,101.9,102.04
8/26/2021 0:20,101.87,102.15
8/26/2021 0:30,101.77,102.21
8/26/2021 0:40,101.12,102.2
8/26/2021 0:50,98.52,102.25
8/26/2021 1:00,98.48,102.29
8/26/2021 1:10,98.84,99.51
8/26/2021 1:20,101.74,99.53
8/26/2021 1:30,101.9,99.68
8/26/2021 1:40,101.76,102.08
8/26/2021 1:50,101.64,102.14
8/26/2021 2:00,101.58,102.2
8/26/2021 2:10,101.51,102.23
8/26/2021 2:20,101.37,101.97
8/26/2021 2:30,101.24,102.04
8/26/2021 2:40,101.32,101.83
8/26/2021 2:50,101.16,101.9
8/26/2021 3:00,101.5,101.77
8/26/2021 3:10,101.58,101.85
8/26/2021 3:20,101.4,101.92
8/26/2021 3:30,101.18,101.98
8/26/2021 3:40,101.23,101.8
8/26/2021 3:50,101.21,101.83
8/26/2021 4:00,101.5,101.6
8/26/2021 4:10,101.76,101.63
8/26/2021 4:20,101.72,101.83
8/26/2021 4:30,101.73,101.83
8/26/2021 4:40,101.68,101.92
8/26/2021 4:50,101.88,101.98
8/26/2021 5:00,102.08,102.07
8/26/2021 5:10,100.75,102.13
8/26/2021 5:20,98.61,102.29
8/26/2021 5:30,98.58,102.36
8/26/2021 5:40,100.25,101.25
8/26/2021 5:50,102.06,101.34
8/26/2021 6:00,102.08,102.28
8/26/2021 6:10,101.71,102.33
8/26/2021 6:20,101.8,102.38
8/26/2021 6:30,101.98,102.43
8/26/2021 6:40,101.87,101.95
8/26/2021 6:50,101.67,101.75
8/26/2021 7:00,101.67,101.69
8/26/2021 7:10,101.55,101.46
8/26/2021 7:20,101.67,101.17
8/26/2021 7:30,101.62,100.9
8/26/2021 7:40,101.51,100.9
8/26/2021 7:50,101.64,100.66
8/26/2021 8:00,101.89,101.75
8/26/2021 8:10,101.8,101.84
8/26/2021 8:20,101.6,102.14
8/26/2021 8:30,101.68,102.23
8/26/2021 8:40,101.77,102.06
8/26/2021 8:50,101.78,102.12
8/26/2021 9:00,101.7,102.17
8/26/2021 9:10,101.7,102.16
8/26/2021 9:20,101.67,102.22
8/26/2021 9:30,101.51,102.23
8/26/2021 9:40,101.49,102.04
8/26/2021 9:50,98.98,102.1
8/26/2021 10:00,98.24,101.92
8/26/2021 10:10,97.65,101.98
8/26/2021 10:20,98.81,99.35
8/26/2021 10:30,95.32,99.52
8/26/2021 10:40,94.95,99.97
8/26/2021 10:50,94.58,100.11
8/26/2021 11:00,94.44,95.91
8/26/2021 11:10,96.51,96.22
8/26/2021 11:20,93.81,96.42
8/26/2021 11:30,90.85,96.69
8/26/2021 11:40,87.46,93.61
8/26/2021 11:50,88.12,94.02
8/26/2021 12:00,96.32,90.95
8/26/2021 12:10,97.27,91.45
8/26/2021 12:20,95.46,97.74
8/26/2021 12:30,93.85,97.96
8/26/2021 12:40,82.55,97.0
8/26/2021 12:50,81.11,97.26
8/26/2021 13:00,86.17,86.98
8/26/2021 13:10,95.1,87.66
8/26/2021 13:20,97.59,89.7
8/26/2021 13:30,99.73,90.27
8/26/2021 13:40,99.67,98.8
8/26/2021 13:50,99.12,98.99
8/26/2021 14:00,99.76,100.58
8/26/2021 14:10,97.99,100.69
8/26/2021 14:20,99.7,100.42
8/26/2021 14:30,99.78,100.54
8/26/2021 14:40,100.9,99.27
8/26/2021 14:50,101.13,99.42
8/26/2021 15:00,100.99,100.66
8/26/2021 15:10,101.31,100.77
8/26/2021 15:20,101.28,101.68
8/26/2021 15:30,101.3,101.75
8/26/2021 15:40,101.52,101.85
8/26/2021 15:50,101.72,101.91
8/26/2021 16:00,99.39,101.86
8/26/2021 16:10,98.76,101.93
8/26/2021 16:20,98.96,101.99
8/26/2021 16:30,100.72,102.04
8/26/2021 16:40,102.64,102.09
8/26/2021 16:50,102.55,100.06
8/26/2021 17:00,102.47,100.18
8/26/2021 17:10,102.49,102.84
8/26/2021 17:20,102.28,102.87
8/26/2021 17:30,102.06,102.73
8/26/2021 17:40,102.01,102.76
8/26/2021 17:50,102.05,102.58
8/26/2021 18:00,102.16,102.62
8/26/2021 18:10,102.13,102.36
8/26/2021 18:20,102.31,102.4
8/26/2021 18:30,102.35,102.42
8/26/2021 18:40,102.59,102.46
8/26/2021 18:50,102.82,102.59
8/26/2021 19:00,103.06,102.62
8/26/2021 19:10,103.13,102.66
8/26/2021 19:20,103.23,103.15
8/26/2021 19:30,103.27,103.16
8/26/2021 19:40,103.2,103.3
8/26/2021 19:50,103.13,103.31
8/26/2021 20:00,103.07,103.32
8/26/2021 20:10,101.79,103.27
8/26/2021 20:20,99.69,102.09
8/26/2021 20:30,99.7,102.15
8/26/2021 20:40,101.1,100.49
8/26/2021 20:50,103.12,100.61
8/26/2021 21:00,103.17,103.17
8/26/2021 21:10,103.17,103.18
8/26/2021 21:20,103.0,103.24
8/26/2021 21:30,102.76,103.25
8/26/2021 21:40,102.74,103.08
8/26/2021 21:50,102.84,103.1
8/26/2021 22:00,102.69,102.92
8/26/2021 22:10,102.69,102.95
8/26/2021 22:20,102.63,102.95
8/26/2021 22:30,102.53,102.97
8/26/2021 22:40,102.27,102.81
8/26/2021 22:50,102.19,102.84
8/26/2021 23:00,102.25,102.77
8/26/2021 23:10,102.3,102.79
8/26/2021 23:20,102.09,102.51
8/26/2021 23:30,102.15,102.55
8/26/2021 23:40,102.33,102.4
8/26/2021 23:50,101.25,102.44
27/8/2021,99.01,101.59
8/27/2021 0:10,98.91,101.67
8/27/2021 0:20,100.27,99.96
8/27/2021 0:30,102.58,100.11
8/27/2021 0:40,102.76,100.03
8/27/2021 0:50,102.65,100.16
8/27/2021 1:00,102.69,102.92
8/27/2021 1:10,102.6,102.95
8/27/2021 1:20,102.57,102.85
8/27/2021 1:30,102.4,102.88
8/27/2021 1:40,102.36,102.9
8/27/2021 1:50,102.28,102.79
8/27/2021 2:00,102.27,102.82
8/27/2021 2:10,102.32,102.66
8/27/2021 2:20,102.32,102.69
8/27/2021 2:30,102.31,102.6
8/27/2021 2:40,102.12,102.63
8/27/2021 2:50,102.11,102.58
8/27/2021 3:00,101.85,102.62
8/27/2021 3:10,101.87,102.45
8/27/2021 3:20,101.81,102.49
8/27/2021 3:30,100.86,102.24
8/27/2021 3:40,98.39,102.29
8/27/2021 3:50,98.31,102.31
8/27/2021 4:00,101.54,102.35
8/27/2021 4:10,101.64,102.31
8/27/2021 4:20,101.84,102.35
8/27/2021 4:30,102.06,102.07
8/27/2021 4:40,102.22,102.13
8/27/2021 4:50,101.96,102.18
8/27/2021 5:00,101.95,102.23
8/27/2021 5:10,102.02,102.27
8/27/2021 5:20,101.99,102.33
8/27/2021 5:30,102.14,102.39
8/27/2021 5:40,102.21,102.44
8/27/2021 5:50,101.92,102.49
8/27/2021 6:00,101.91,102.55
8/27/2021 6:10,101.75,102.61
8/27/2021 6:20,101.78,102.66
8/27/2021 6:30,101.66,102.71
8/27/2021 6:40,99.43,102.76
8/27/2021 6:50,97.32,102.81
8/27/2021 7:00,96.87,100.3
8/27/2021 7:10,98.28,100.43
8/27/2021 7:20,99.04,98.25
8/27/2021 7:30,97.99,98.47
8/27/2021 7:40,98.46,100.04
8/27/2021 7:50,98.44,100.18
8/27/2021 8:00,100.38,99.46
8/27/2021 8:10,101.11,99.62
8/27/2021 8:20,101.01,99.63
8/27/2021 8:30,101.01,99.77
8/27/2021 8:40,101.23,101.49
8/27/2021 8:50,101.11,101.57
8/27/2021 9:00,98.97,101.6
8/27/2021 9:10,92.04,101.67
8/27/2021 9:20,87.06,101.73
8/27/2021 9:30,87.27,101.77
8/27/2021 9:40,90.17,101.83
8/27/2021 9:50,87.19,100.3
8/27/2021 10:00,80.22,100.42
8/27/2021 10:10,84.21,91.44
8/27/2021 10:20,91.26,91.87
8/27/2021 10:30,91.93,92.25
8/27/2021 10:40,95.06,92.65
8/27/2021 10:50,96.28,87.12
8/27/2021 11:00,97.33,87.71
8/27/2021 11:10,95.78,97.09
8/27/2021 11:20,94.41,97.56
8/27/2021 11:30,93.29,97.82
8/27/2021 11:40,96.51,96.26
8/27/2021 11:50,96.0,96.56
8/27/2021 12:00,98.73,96.82
8/27/2021 12:10,101.06,96.05
8/27/2021 12:20,101.42,96.31
8/27/2021 12:30,101.46,99.77
8/27/2021 12:40,101.62,101.85
8/27/2021 12:50,101.36,101.92
8/27/2021 13:00,101.17,102.0
8/27/2021 13:10,100.97,102.07
8/27/2021 13:20,100.79,101.76
8/27/2021 13:30,100.82,101.83
8/27/2021 13:40,100.03,101.37
8/27/2021 13:50,100.84,101.46
8/27/2021 14:00,101.02,101.53
8/27/2021 14:10,100.47,101.54
8/27/2021 14:20,100.46,101.61
8/27/2021 14:30,99.25,101.62
8/27/2021 14:40,100.5,101.69
8/27/2021 14:50,101.61,101.13
8/27/2021 15:00,101.63,101.22
8/27/2021 15:10,101.57,101.3
8/27/2021 15:20,101.53,101.38
8/27/2021 15:30,101.73,100.63
8/27/2021 15:40,101.81,102.03
8/27/2021 15:50,102.12,102.09
8/27/2021 16:00,101.58,102.16
8/27/2021 16:10,101.41,102.21
8/27/2021 16:20,102.25,101.78
8/27/2021 16:30,102.18,101.85
8/27/2021 16:40,102.53,102.52
8/27/2021 16:50,102.65,102.56
8/27/2021 17:00,102.55,102.76
8/27/2021 17:10,102.38,102.79
8/27/2021 17:20,102.1,102.77
8/27/2021 17:30,101.99,102.8
8/27/2021 17:40,102.14,102.27
8/27/2021 17:50,102.17,102.33
8/27/2021 18:00,101.79,102.4
8/27/2021 18:10,101.85,102.45
8/27/2021 18:20,102.07,102.17
8/27/2021 18:30,101.9,102.23
8/27/2021 18:40,101.93,102.36
8/27/2021 18:50,101.91,102.41
8/27/2021 19:00,102.24,102.29
8/27/2021 19:10,102.44,102.33
8/27/2021 19:20,102.42,102.5
8/27/2021 19:30,102.51,102.54
8/27/2021 19:40,102.81,102.58
8/27/2021 19:50,102.98,102.73
8/27/2021 20:00,103.03,102.95
8/27/2021 20:10,103.05,102.97
8/27/2021 20:20,102.87,102.99
8/27/2021 20:30,102.79,103.13
8/27/2021 20:40,102.84,103.16
8/27/2021 20:50,102.91,103.17
8/27/2021 21:00,102.76,102.98
8/27/2021 21:10,102.74,103.0
8/27/2021 21:20,102.6,102.97
